"","POPULATION","CU_NAME","FULL_CU_IN","POP_ID","SPECIES_QUALIFIED","SPECIES","AREA","FAZ","MAZ","QUALITY","weight","nYears","CU_findex","PSE_region"
"CK41364","Muchalat River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41364,"CK","Chinook","25","WVI","WVI",3.8,0.119202922022118,9,NA,"Vancouver Island & Mainland Inlets"
"CK41373","Oktwanch River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41373,"CK","Chinook","25","WVI","WVI",4.42857142857143,0.119202922022118,10,NA,"Vancouver Island & Mainland Inlets"
"CK41383","Mccurdy Creek (Tahsis) Chinook Run 1","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41383,"CK","Chinook","25","WVI","WVI",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"CK41393","Kleeptee Creek Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41393,"CK","Chinook","25","WVI","WVI",4.9,0.119202922022118,31,NA,"Vancouver Island & Mainland Inlets"
"CK41413","Cougar Creek (Tahsis) Chinook Run 1","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41413,"CK","Chinook","25","WVI","WVI",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"CK41423","Tlupana River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41423,"CK","Chinook","25","WVI","WVI",4.5625,0.119202922022118,54,NA,"Vancouver Island & Mainland Inlets"
"CK41438","Conuma River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41438,"CK","Chinook","25","WVI","WVI",3.68181818181818,0.119202922022118,27,NA,"Vancouver Island & Mainland Inlets"
"CK41448","Canton Creek Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41448,"CK","Chinook","25","WVI","WVI",3.76923076923077,0.119202922022118,49,NA,"Vancouver Island & Mainland Inlets"
"CK41458","Sucwoa River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41458,"CK","Chinook","25","WVI","WVI",4.23076923076923,0.119202922022118,53,NA,"Vancouver Island & Mainland Inlets"
"CK41468","Deserted Creek Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41468,"CK","Chinook","25","WVI","WVI",3,0.119202922022118,27,NA,"Vancouver Island & Mainland Inlets"
"CK41478","Hoiss Creek Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41478,"CK","Chinook","25","WVI","WVI",5.14285714285714,0.119202922022118,14,NA,"Vancouver Island & Mainland Inlets"
"CK41488","Tsowwin River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41488,"CK","Chinook","25","WVI","WVI",4.25,0.119202922022118,45,NA,"Vancouver Island & Mainland Inlets"
"CK41498","Leiner River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41498,"CK","Chinook","25","WVI","WVI",3.09090909090909,0.119202922022118,27,NA,"Vancouver Island & Mainland Inlets"
"CK41518","Tahsis River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41518,"CK","Chinook","25","WVI","WVI",3.27272727272727,0.119202922022118,27,NA,"Vancouver Island & Mainland Inlets"
"CK41538","Kendrick Creek (Tahsis) Chinook Run 1","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41538,"CK","Chinook","25","WVI","WVI",7,0.119202922022118,3,NA,"Vancouver Island & Mainland Inlets"
"CK41548","Marvinas Bay Creek Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41548,"CK","Chinook","25","WVI","WVI",5.25,0.119202922022118,5,NA,"Vancouver Island & Mainland Inlets"
"CK41593","Inner Basin River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41593,"CK","Chinook","25","WVI","WVI",6,0.119202922022118,3,NA,"Vancouver Island & Mainland Inlets"
"CK41603","Black Creek (Tahsis) Chinook Run 1","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41603,"CK","Chinook","25","WVI","WVI",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"CK41623","Owossitsa Creek Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41623,"CK","Chinook","25","WVI","WVI",7,0.119202922022118,4,NA,"Vancouver Island & Mainland Inlets"
"CK41643","Brodick Creek (Tahsis) Chinook Run 1","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41643,"CK","Chinook","25","WVI","WVI",7,0.119202922022118,6,NA,"Vancouver Island & Mainland Inlets"
"CK41683","Little Zeballos River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41683,"CK","Chinook","25","WVI","WVI",4.22222222222222,0.119202922022118,44,NA,"Vancouver Island & Mainland Inlets"
"CK41713","Zeballos River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41713,"CK","Chinook","25","WVI","WVI",4.36363636363636,0.119202922022118,27,NA,"Vancouver Island & Mainland Inlets"
"CK41733","Mamat Creek Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41733,"CK","Chinook","25","WVI","WVI",7,0.119202922022118,7,NA,"Vancouver Island & Mainland Inlets"
"CK41743","Espinosa Creek Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41743,"CK","Chinook","25","WVI","WVI",5.13333333333333,0.119202922022118,35,NA,"Vancouver Island & Mainland Inlets"
"CK41753","Chum Creek Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41753,"CK","Chinook","25","WVI","WVI",5.44444444444444,0.119202922022118,15,NA,"Vancouver Island & Mainland Inlets"
"CK41763","Park River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41763,"CK","Chinook","25","WVI","WVI",6,0.119202922022118,21,NA,"Vancouver Island & Mainland Inlets"
"CK41773","Hammond Creek Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41773,"CK","Chinook","25","WVI","WVI",6.33333333333333,0.119202922022118,9,NA,"Vancouver Island & Mainland Inlets"
"CK41783","Eliza Creek (Tahsis) Chinook Run 1","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41783,"CK","Chinook","25","WVI","WVI",7,0.119202922022118,4,NA,"Vancouver Island & Mainland Inlets"
"CK41793","Tatchu Creek (Kyuquot) Chinook Run 1","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41793,"CK","Chinook","26","WVI","WVI",7,0.119202922022118,3,NA,"Vancouver Island & Mainland Inlets"
"CK41803","Porritt Creek (Kyuquot) Chinook Run 1","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41803,"CK","Chinook","26","WVI","WVI",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"CK41813","Kapoose Creek (Kyuquot) Chinook Run 1","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41813,"CK","Chinook","26","WVI","WVI",7,0.119202922022118,3,NA,"Vancouver Island & Mainland Inlets"
"CK41823","Cachalot Creek (Kyuquot) Chinook Run 1","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41823,"CK","Chinook","26","WVI","WVI",3,0.982013790037908,2,NA,"Vancouver Island & Mainland Inlets"
"CK41833","Narrowgut Creek Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41833,"CK","Chinook","26","WVI","WVI",6,0.119202922022118,17,NA,"Vancouver Island & Mainland Inlets"
"CK41843","Amai Creek Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41843,"CK","Chinook","26","WVI","WVI",5.33333333333333,0.119202922022118,16,NA,"Vancouver Island & Mainland Inlets"
"CK41863","Kaouk River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41863,"CK","Chinook","26","WVI","WVI",3.54545454545455,0.119202922022118,27,NA,"Vancouver Island & Mainland Inlets"
"CK41873","Artlish River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41873,"CK","Chinook","26","WVI","WVI",3.40909090909091,0.119202922022118,27,NA,"Vancouver Island & Mainland Inlets"
"CK41883","Tahsish River Chinook","WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x","CK-32",41883,"CK","Chinook","26","WVI","WVI",3.77272727272727,0.119202922022118,27,NA,"Vancouver Island & Mainland Inlets"
"CK41969","Deena Creek (Sandspit) Chinook","HAIDA GWAII-EAST","CK-44",41969,"CK","Chinook","2E","HG","HStr",4,0.119202922022118,3,NA,"Haida Gwaii"
"CK42029","Mathers Creek (Sandspit) Chinook","HAIDA GWAII-EAST","CK-44",42029,"CK","Chinook","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"CK42103","Washlawlis Creek (Quatsino Sound) Chinook Run 1","WEST VANCOUVER ISLAND-NORTH_FA_0.x","CK-33",42103,"CK","Chinook","27","WVI","WQCI",7,0.119202922022118,2,NA,"Vancouver Island & Mainland Inlets"
"CK42113","Stephens Creek (Quatsino Sound) Chinook Run 1","WEST VANCOUVER ISLAND-NORTH_FA_0.x","CK-33",42113,"CK","Chinook","27","WVI","WQCI",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"CK42133","Wanokana Creek (Quatsino Sound) Chinook Run 1","WEST VANCOUVER ISLAND-NORTH_FA_0.x","CK-33",42133,"CK","Chinook","27","WVI","WQCI",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"CK42173","Goodspeed River (Quatsino Sound) Chinook Run 1","WEST VANCOUVER ISLAND-NORTH_FA_0.x","CK-33",42173,"CK","Chinook","27","WVI","WQCI",5.33333333333333,0.119202922022118,15,NA,"Vancouver Island & Mainland Inlets"
"CK42333","Klayina Creek (Quatsino Sound) Chinook Run 1","WEST VANCOUVER ISLAND-NORTH_FA_0.x","CK-33",42333,"CK","Chinook","27","WVI","WQCI",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"CK42343","Denad Creek (Quatsino Sound) Chinook Run 1","WEST VANCOUVER ISLAND-NORTH_FA_0.x","CK-33",42343,"CK","Chinook","27","WVI","WQCI",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"CK42353","Galato Creek (Quatsino Sound) Chinook Run 1","WEST VANCOUVER ISLAND-NORTH_FA_0.x","CK-33",42353,"CK","Chinook","27","WVI","WQCI",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"CK42403","San Josef River (Quatsino Sound) Chinook Run 1","WEST VANCOUVER ISLAND-NORTH_FA_0.x","CK-33",42403,"CK","Chinook","27","WVI","WQCI",7,0.119202922022118,2,NA,"Vancouver Island & Mainland Inlets"
"CK42529","Honna River (Sandspit) Chinook","HAIDA GWAII-EAST","CK-44",42529,"CK","Chinook","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"CK42779","Duthie Creek (Bella Bella) Chinook","NORTH & CENTRAL COAST-EARLY TIMING","CK-42",42779,"CK","Chinook","7","NC","HStr",7,0.119202922022118,1,NA,"Central Coast"
"CK42789","Canoona River (Kitimat-Butedale) Chinook","NORTH & CENTRAL COAST-LATE TIMING","CK-41",42789,"CK","Chinook","6","NC","HStr",7,0.119202922022118,2,NA,"Central Coast"
"CK42794","Soda Creek (Kitimat-Butedale) Chinook","NORTH & CENTRAL COAST-EARLY TIMING","CK-42",42794,"CK","Chinook","6","NC","HStr",7,0.119202922022118,2,NA,"Central Coast"
"CK42809","Pallant Creek (Sandspit) Chinook","(P)HATCHERY EXCLUSION-PALLANT CREEK","CK-9002",42809,"CK","Chinook","2E","HG","HStr",2.54545454545455,0.119202922022118,19,NA,NA
"CK42889","Dana #2 Creek (Sandspit) Chinook","HAIDA GWAII-EAST","CK-44",42889,"CK","Chinook","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"CK42894","Dana #3 Creek (Sandspit) Chinook","HAIDA GWAII-EAST","CK-44",42894,"CK","Chinook","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"CK43274","Little Creek (Kitimat-Butedale) Chinook","NORTH & CENTRAL COAST-LATE TIMING","CK-41",43274,"CK","Chinook","6","HecLow","HStr",7,0.119202922022118,4,NA,"Central Coast"
"CK43399","Kloiya River (Lower Skeena) Chinook","SKEENA ESTUARY","CK-45",43399,"CK","Chinook","4A","HecLow","NSKEst",4.66666666666667,0.119202922022118,53,NA,"Skeena"
"CK43404","Diana Lake Creek (Lower Skeena) Chinook","SKEENA ESTUARY","CK-45",43404,"CK","Chinook","4A","HecLow","NSKEst",7,0.119202922022118,6,NA,"Skeena"
"CK43419","Shawatlan River (Lower Skeena) Chinook","SKEENA ESTUARY","CK-45",43419,"CK","Chinook","4A","HecLow","NSKEst",6,0.119202922022118,8,NA,"Skeena"
"CK43424","Silver Creek (Lower Skeena) Chinook","SKEENA ESTUARY","CK-45",43424,"CK","Chinook","4A","HecLow","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"CK43479","Lachmach River (Lower Nass) Chinook","PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS","CK-57",43479,"CK","Chinook","3A","LNR-P","NSKEst",7,0.119202922022118,2,NA,"Nass"
"CK43494","Ensheshese River (Lower Nass) Chinook","PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS","CK-57",43494,"CK","Chinook","3A","LNR-P","NSKEst",7,0.119202922022118,3,NA,"Nass"
"CK43509","Khutzeymateen River (Lower Nass) Chinook","PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS","CK-57",43509,"CK","Chinook","3A","LNR-P","NSKEst",4.13333333333333,0.119202922022118,47,NA,"Nass"
"CK43519","Kwinamass River (Lower Nass) Chinook","PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS","CK-57",43519,"CK","Chinook","3A","LNR-P","NSKEst",4.5,0.119202922022118,63,NA,"Nass"
"CK43549","Kitsault River (Lower Nass) Chinook","PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS","CK-57",43549,"CK","Chinook","3A","LNR-P","NSKEst",4.25,0.119202922022118,48,NA,"Nass"
"CK43619","Donahue Creek (Lower Nass) Chinook","PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS","CK-57",43619,"CK","Chinook","3A","LNR-P","NSKEst",7,0.119202922022118,10,NA,"Nass"
"CK43629","Georgie River (Lower Nass) Chinook","PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS","CK-57",43629,"CK","Chinook","3A","LNR-P","NSKEst",7,0.119202922022118,10,NA,"Nass"
"CK43814","Blee Creek (Kitimat-Butedale) Chinook","NORTH & CENTRAL COAST-LATE TIMING","CK-41",43814,"CK","Chinook","6","HecLow","HStr",7,0.119202922022118,1,NA,"Central Coast"
"CK43819","Bloomfield Creek (Kitimat-Butedale) Chinook","NORTH & CENTRAL COAST-LATE TIMING","CK-41",43819,"CK","Chinook","6","HecLow","HStr",7,0.119202922022118,1,NA,"Central Coast"
"CK43829","Dally Creek (Kitimat-Butedale) Chinook","NORTH & CENTRAL COAST-EARLY TIMING","CK-42",43829,"CK","Chinook","6","NC","HStr",7,0.119202922022118,1,NA,"Central Coast"
"CK43874","Arnoup Creek (Kitimat-Butedale) Chinook","NORTH & CENTRAL COAST-EARLY TIMING","CK-42",43874,"CK","Chinook","6","NC","HStr",7,0.119202922022118,1,NA,"Central Coast"
"CK43994","Limestone Creek (Kitimat-Butedale) Chinook","NORTH & CENTRAL COAST-EARLY TIMING","CK-42",43994,"CK","Chinook","6","HecLow","HStr",7,0.119202922022118,1,NA,"Central Coast"
"CK44004","Don Creek (Kitimat-Butedale) Chinook","NORTH & CENTRAL COAST-EARLY TIMING","CK-42",44004,"CK","Chinook","6","HecLow","HStr",7,0.119202922022118,2,NA,"Central Coast"
"CK44154","Evelyn Creek (Kitimat-Butedale) Chinook","NORTH & CENTRAL COAST-LATE TIMING","CK-41",44154,"CK","Chinook","6","NC","HStr",7,0.119202922022118,1,NA,"Central Coast"
"CK44279","Captain Cove Creek (Grenville Principe) Chinook","NORTH & CENTRAL COAST-LATE TIMING","CK-41",44279,"CK","Chinook","5","HecLow","HStr",7,0.119202922022118,1,NA,"Central Coast"
"CK44409","West Creek (Grenville Principe) Chinook","NORTH & CENTRAL COAST-EARLY TIMING","CK-42",44409,"CK","Chinook","5","HecLow","NSKEst",7,0.119202922022118,1,NA,"Central Coast"
"CK44497","Twin Creeks (Combined) (Prince George) Chinook","UPPER FRASER RIVER_SP_1.3","CK-12",44497,"CK","Chinook","29I","UFR","GStr",7,0.119202922022118,1,NA,"Fraser"
"CK44536","Sand River Chinook","WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",44536,"CK","Chinook","24","WVI","WVI",5.125,0.119202922022118,9,NA,"Vancouver Island & Mainland Inlets"
"CK44538","Lillooet River Chinook","LOWER FRASER RIVER_SU_1.3","CK-6",44538,"CK","Chinook","29D","LILL","GStr",7,0.119202922022118,13,NA,"Fraser"
"CK44549","Fraser River Above Tete Jaune (Clearwater) Chinook Run 1","UPPER FRASER RIVER_SP_1.3","CK-12",44549,"CK","Chinook","29J","UFR","GStr",4,0.731058578630005,27,NA,"Fraser"
"CK44564","Middle River (Prince George) Chinook","MIDDLE FRASER RIVER_SU_1.3","CK-11",44564,"CK","Chinook","29I","MFR","GStr",7,0.119202922022118,15,NA,"Fraser"
"CK44577","Chandindu River (Yukon/Arctic) Chinook","NORTHERN YUKON RIVER AND TRIBUTARIES","CK-76",44577,"CK","Chinook","110","KP","Ber",7,0.119202922022118,2,NA,"Yukon"
"CK44578","Tatchun Creek (Yukon/Arctic) Chinook","MIDDLE YUKON RIVER AND TRIBUTARIES","CK-73",44578,"CK","Chinook","110","midYR","Ber",7,0.119202922022118,30,NA,"Yukon"
"CK44579","Nordenskiold River (Yukon/Arctic) Chinook","NORDENSKIOLD","CK-71",44579,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,3,NA,"Yukon"
"CK44580","Little Salmon River (Yukon/Arctic) Chinook","MIDDLE YUKON RIVER AND TRIBUTARIES","CK-73",44580,"CK","Chinook","110","midYR","Ber",4,0.119202922022118,37,NA,"Yukon"
"CK44581","Mcintyre Creek (Yukon/Arctic) Chinook","UPPER YUKON RIVER","CK-69",44581,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,1,NA,"Yukon"
"CK44582","Wolf Creek (Stikine) Chinook","UPPER YUKON RIVER","CK-69",44582,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,6,NA,"Yukon"
"CK44583","Michie Creek (Yukon/Arctic) Chinook","UPPER YUKON RIVER","CK-69",44583,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,3,NA,"Yukon"
"CK44585","Teslin River (Yukon/Arctic) Chinook","UPPER YUKON RIVER","CK-69",44585,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,13,NA,"Yukon"
"CK44586","Gladys Lake (Stikine) Chinook","YUKON RIVER-TESLIN HEADWATERS","CK-68",44586,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,7,NA,"Yukon"
"CK44587","Jennings River (Stikine) Chinook","YUKON RIVER-TESLIN HEADWATERS","CK-68",44587,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,8,NA,"Yukon"
"CK44588","Crooked Creek (Yukon/Arctic) Chinook","STEWART","CK-74",44588,"CK","Chinook","110","PS","Ber",7,0.119202922022118,2,NA,"Yukon"
"CK44589","Mcqueston River (Yukon/Arctic) Chinook","STEWART","CK-74",44589,"CK","Chinook","110","PS","Ber",7,0.119202922022118,5,NA,"Yukon"
"CK44591","Nisling River (Alsek/Taku) Chinook","WHITE AND TRIBUTARIES","CK-75",44591,"CK","Chinook","110","RR","Ber",7,0.119202922022118,1,NA,"Yukon"
"CK44592","Tincup Creek (Alsek/Taku) Chinook","WHITE AND TRIBUTARIES","CK-75",44592,"CK","Chinook","110","RR","Ber",4,0.119202922022118,18,NA,"Yukon"
"CK44594","Pelly River (Yukon/Arctic) Chinook","PELLY","CK-72",44594,"CK","Chinook","110","PS","Ber",7,0.119202922022118,5,NA,"Yukon"
"CK44595","Blind Creek (Yukon/Arctic) Chinook","PELLY","CK-72",44595,"CK","Chinook","110","PS","Ber",7,0.119202922022118,7,NA,"Yukon"
"CK44596","Ross River (Yukon/Arctic) Chinook","PELLY","CK-72",44596,"CK","Chinook","110","PS","Ber",7,0.119202922022118,17,NA,"Yukon"
"CK44597","Big Salmon River (Yukon/Arctic) Chinook","MIDDLE YUKON RIVER AND TRIBUTARIES","CK-73",44597,"CK","Chinook","110","midYR","Ber",4,0.119202922022118,42,NA,"Yukon"
"CK44598","Nisutlin River (Stikine) Chinook","YUKON RIVER-TESLIN HEADWATERS","CK-68",44598,"CK","Chinook","110","YukSlk","Ber",4,0.119202922022118,37,NA,"Yukon"
"CK44599","Wolf River (Stikine) Chinook","YUKON RIVER-TESLIN HEADWATERS","CK-68",44599,"CK","Chinook","110","YukSlk","Ber",4,0.119202922022118,30,NA,"Yukon"
"CK44600","Sidney Creek (Stikine) Chinook","YUKON RIVER-TESLIN HEADWATERS","CK-68",44600,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,3,NA,"Yukon"
"CK44601","Morley River (Stikine) Chinook","YUKON RIVER-TESLIN HEADWATERS","CK-68",44601,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,15,NA,"Yukon"
"CK44602","Takhini River (Stikine) Chinook","UPPER YUKON RIVER","CK-69",44602,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,16,NA,"Yukon"
"CK44619","Kalzas River (Yukon/Arctic) Chinook","PELLY","CK-72",44619,"CK","Chinook","110","PS","Ber",7,0.119202922022118,2,NA,"Yukon"
"CK44620","Earn River (Yukon/Arctic) Chinook","PELLY","CK-72",44620,"CK","Chinook","110","PS","Ber",7,0.119202922022118,4,NA,"Yukon"
"CK44621","Glenlyon River (Yukon/Arctic) Chinook","PELLY","CK-72",44621,"CK","Chinook","110","PS","Ber",7,0.119202922022118,1,NA,"Yukon"
"CK44622","Hoole River (Yukon/Arctic) Chinook","PELLY","CK-72",44622,"CK","Chinook","110","PS","Ber",7,0.119202922022118,3,NA,"Yukon"
"CK44623","Husky Dog Creek (Yukon/Arctic) Chinook","PELLY","CK-72",44623,"CK","Chinook","110","PS","Ber",7,0.119202922022118,1,NA,"Yukon"
"CK44625","Klondike River (Yukon/Arctic) Chinook","NORTHERN YUKON RIVER AND TRIBUTARIES","CK-76",44625,"CK","Chinook","110","KP","Ber",7,0.119202922022118,6,NA,"Yukon"
"CK44627","Lake Lebarge (Yukon/Arctic) Chinook","UPPER YUKON RIVER","CK-69",44627,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,2,NA,"Yukon"
"CK44628","Lewis Lake (Yukon/Arctic) Chinook","PELLY","CK-72",44628,"CK","Chinook","110","PS","Ber",7,0.119202922022118,3,NA,"Yukon"
"CK44629","Little Kalzas River (Yukon/Arctic) Chinook","PELLY","CK-72",44629,"CK","Chinook","110","PS","Ber",7,0.119202922022118,1,NA,"Yukon"
"CK44630","Marsh Lake (Stikine) Chinook","UPPER YUKON RIVER","CK-69",44630,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,1,NA,"Yukon"
"CK44631","Mayo River (Yukon/Arctic) Chinook","STEWART","CK-74",44631,"CK","Chinook","110","PS","Ber",7,0.119202922022118,4,NA,"Yukon"
"CK44632","Macmillan River (Yukon/Arctic) Chinook","PELLY","CK-72",44632,"CK","Chinook","110","PS","Ber",7,0.119202922022118,5,NA,"Yukon"
"CK44634","Miner River (Yukon/Arctic) Chinook","PORCUPINE","CK-78",44634,"CK","Chinook","110","NOlg","Ber",7,0.119202922022118,2,NA,"Yukon"
"CK44635","Ollie Lake (Yukon/Arctic) Chinook","STEWART","CK-74",44635,"CK","Chinook","110","PS","Ber",7,0.119202922022118,2,NA,"Yukon"
"CK44636","Pleasant Creek (Yukon/Arctic) Chinook","STEWART","CK-74",44636,"CK","Chinook","110","PS","Ber",7,0.119202922022118,1,NA,"Yukon"
"CK44637","Prevost River (Yukon/Arctic) Chinook","PELLY","CK-72",44637,"CK","Chinook","110","PS","Ber",7,0.119202922022118,2,NA,"Yukon"
"CK44638","Red River (Stikine) Chinook","YUKON RIVER-TESLIN HEADWATERS","CK-68",44638,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,1,NA,"Yukon"
"CK44639","Riddell River (Yukon/Arctic) Chinook","PELLY","CK-72",44639,"CK","Chinook","110","PS","Ber",7,0.119202922022118,1,NA,"Yukon"
"CK44640","Russel Creek (Yukon/Arctic) Chinook","PELLY","CK-72",44640,"CK","Chinook","110","PS","Ber",7,0.119202922022118,2,NA,"Yukon"
"CK44641","Sheldon Lake (Yukon/Arctic) Chinook","PELLY","CK-72",44641,"CK","Chinook","110","PS","Ber",7,0.119202922022118,2,NA,"Yukon"
"CK44642","Swift River (Stikine) Chinook","YUKON RIVER-TESLIN HEADWATERS","CK-68",44642,"CK","Chinook","110","YukSlk","Ber",7,0.119202922022118,7,NA,"Yukon"
"CK44643","Tay River (Yukon/Arctic) Chinook","PELLY","CK-72",44643,"CK","Chinook","110","PS","Ber",7,0.119202922022118,1,NA,"Yukon"
"CK44647","Lower Yukon River (Yukon/Arctic) Chinook","NORTHERN YUKON RIVER AND TRIBUTARIES","CK-76",44647,"CK","Chinook","110","RR","Ber",7,0.119202922022118,21,NA,"Yukon"
"CK44648","Upper Yukon River (Yukon/Arctic) Chinook","UPPER YUKON RIVER","CK-69",44648,"CK","Chinook","110","YukSlk","Ber",1,0.119202922022118,49,NA,"Yukon"
