"MAP_LABEL","GFE_ID","SYSTEM_SITE","GFE_TYPE","SPECIES_QUALIFIED","Y_LAT","X_LONGT","FAZ_ACRO","MAZ_ACRO","JAZ_ACRO","CU_NAME","CU_ACRO","CU_LAT","CU_LONGT","CU_TYPE","CU_INDEX","FULL_CU_IN","SBJ_ID","POP_ID","IS_INDICATOR","CMNTS","EFFECTIVE_DT","WATERSHED_CDE","FWA_WATERSHED_CDE"
54,798,"SLIAMMON CREEK","Stream","PKE","49.895329682","-124.604671052","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,49058,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-286000-00000-00000-0000-0000-000-000-000-000-000-000","900-289325-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
55,1221,"SOOKE RIVER","Stream","PKE","48.384883886","-123.700099172","WVI","WVI","WVI+WVI","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,40149,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"930-022100-00000-00000-0000-0000-000-000-000-000-000-000","930-023810-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
56,708,"SQUAMISH RIVER","Stream","PKE","49.700834311","-123.18275086","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,49926,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-097600-00000-00000-0000-0000-000-000-000-000-000-000","900-105574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
57,812,"TAHUMMING RIVER","Stream","PKE","50.497784357","-124.392100818","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,50494,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-350700-00000-00000-0000-0000-000-000-000-000-000-000","900-351670-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
58,800,"THEODOSIA RIVER","Stream","PKE","50.08302451","-124.651820966","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,49078,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-309400-00000-00000-0000-0000-000-000-000-000-000-000","900-311867-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
59,808,"TOBA RIVER","Stream","PKE","50.497677234","-124.350541328","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,49798,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-349300-00000-00000-0000-0000-000-000-000-000-000-000","900-350660-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
60,1164,"TRENT RIVER","Stream","PKE","49.64506786","-124.928599627","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,52034,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-545800-00000-00000-0000-0000-000-000-000-000-000-000","920-553164-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
61,1166,"TSABLE RIVER","Stream","PKE","49.519302202","-124.833372488","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,52054,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-527600-00000-00000-0000-0000-000-000-000-000-000-000","920-535278-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
62,1157,"TSOLUM RIVER","Stream","PKE","49.695913911","-124.994165063","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,53074,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-553200-94100-00000-0000-0000-000-000-000-000-000-000","920-559826-998276-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
63,776,"TZOONIE RIVER","Stream","PKE","49.791442532","-123.719841348","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,48838,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-195000-00000-00000-0000-0000-000-000-000-000-000-000","900-198810-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
64,778,"VANCOUVER RIVER","Stream","PKE","49.922190306","-123.868741283","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,48858,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-210100-00000-00000-0000-0000-000-000-000-000-000-000","900-213488-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
65,1132,"VILLAGE BAY CREEK","Stream","PKE","50.165581076","-125.187380942","SC","SFj","SC+SFj","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,52824,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"905-291000-76900-00000-0000-0000-000-000-000-000-000-000","905-405793-775537-965957-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
66,791,"WHITTALL CREEK","Stream","PKE","49.77671963","-124.352794046","SC","GStr","SC+GStr","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,48988,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"900-277700-00000-00000-0000-0000-000-000-000-000-000-000","900-281180-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
67,1170,"WILFRED CREEK","Stream","PKE","49.483268255","-124.798312529","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,51274,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-517300-00000-00000-0000-0000-000-000-000-000-000-000","920-525880-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
68,1146,"WILLOW CREEK","Stream","PKE","49.966699307","-125.207913458","EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr","49.7144081155942","-124.418646458348","Current","1","PKE-1",3,52964,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"920-614400-00000-00000-0000-0000-000-000-000-000-000-000","920-615785-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
1,220,"ADAMS RIVER","Stream","PKO","50.893862861","-119.550567544","STh","GStr","STh+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,46242,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"128-453400-00000-00000-0000-0000-000-000-000-000-000-000","100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
2,14,"ALOUETTE RIVER","Stream","PKO","49.264546034","-122.707354102","LFR","GStr","LFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47924,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-026700-06000-00000-0000-0000-000-000-000-000-000-000","100-025956-057184-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
3,118,"AMERICAN CREEK","Stream","PKO","49.432593855","-121.437642767","FRCany","GStr","FRCany+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47141,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-119000-00000-00000-0000-0000-000-000-000-000-000-000","100-117583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
4,124,"ANDERSON RIVER","Stream","PKO","49.842409108","-121.438597273","FRCany","GStr","FRCany+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47154,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-158000-00000-00000-0000-0000-000-000-000-000-000-000","100-156509-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
5,192,"BIG SILVER CREEK","Stream","PKO","49.575593911","-121.828699713","LFR","GStr","LFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,46074,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-599000-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-616023-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
6,198,"BIRKENHEAD RIVER","Stream","PKO","50.30644079","-122.607011385","LILL","GStr","LILL+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,46100,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"119-425100-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-955583-415280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
7,216,"BONAPARTE RIVER","Stream","PKO","50.739571552","-121.260015874","LTh","GStr","LTh+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,46202,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"120-506800-00000-00000-0000-0000-000-000-000-000-000-000","100-190442-506118-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
8,76,"BORDEN CREEK","Stream","PKO","49.076900836","-121.732550823","LFR","GStr","LFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47032,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-065700-09700-35700-0000-0000-000-000-000-000-000-000","100-064535-057628-358302-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
9,133,"BRIDGE RIVER","Stream","PKO","50.750296709","-121.932271507","MFR","GStr","MFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47225,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-241900-00000-00000-0000-0000-000-000-000-000-000-000","100-239855-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
10,131,"CAYOOSH CREEK","Stream","PKO","50.668169755","-121.97305132","MFR","GStr","MFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47205,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-235900-05000-00000-0000-0000-000-000-000-000-000-000","100-233886-073722-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
11,82,"CENTRE CREEK","Stream","PKO","49.102469798","-121.536382858","LFR","GStr","LFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47054,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-065700-09700-56200-0000-0000-000-000-000-000-000-000","100-064535-057628-563041-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
12,181,"CHEHALIS RIVER","Stream","PKO","49.274249937","-121.935961708","LFR","GStr","LFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,46040,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-090200-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-094860-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
13,2463,"CHILCOTIN RIVER (LOWER)","Stream Segment","PKO","51.740399674","-122.402323483","MFR","GStr","MFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,44496,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"150-000000-00000-00000-0000-0000-000-000-000-000-000-000","100-342455-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
14,89,"CHILLIWACK CREEK","Stream","PKO","49.165722612","-122.012964895","LFR","GStr","LFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47074,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-071800-00000-00000-0000-0000-000-000-000-000-000-000","100-070889-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
15,62,"CHILLIWACK RIVER","Stream","PKO","49.125663977","-122.09816613","LFR","GStr","LFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,46983,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-065700-09700-00000-0000-0000-000-000-000-000-000-000","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
16,2577,"CHIPMUNK CREEK","Stream","PKO","49.106426094","-121.646819997","LFR","GStr","LFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,44656,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-065700-09700-45000-0000-0000-000-000-000-000-000-000","100-064535-057628-451511-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
17,138,"CHURN CREEK","Stream","PKO","51.51922229","-122.28421979","MFR","GStr","MFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47237,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-324200-00000-00000-0000-0000-000-000-000-000-000-000","100-321833-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
18,112,"COQUIHALLA RIVER","Stream","PKO","49.394129826","-121.438953994","FRCany","GStr","FRCany+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47123,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-115400-00000-00000-0000-0000-000-000-000-000-000-000","100-113848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
19,8,"COQUITLAM RIVER","Stream","PKO","49.226489192","-122.805561781","LFR","GStr","LFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47909,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-024500-00000-00000-0000-0000-000-000-000-000-000-000","100-023788-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
20,217,"DEADMAN RIVER","Stream","PKO","50.744415307","-120.919465885","LTh","GStr","LTh+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,46212,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"120-714600-00000-00000-0000-0000-000-000-000-000-000-000","100-190442-712025-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
21,85,"DEPOT CREEK","Stream","PKO","49.029287943","-121.401516677","LFR","GStr","LFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47068,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-065700-09700-72300-0000-0000-000-000-000-000-000-000","100-064535-057628-724358-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
22,195,"DOUGLAS CREEK","Stream","PKO","49.763613083","-122.15478193","LILL","GStr","LILL+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,46085,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"110-987400-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-985523-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
23,232,"EAGLE RIVER","Stream","PKO","50.84336958","-119.010908546","STh","GStr","STh+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,46362,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"128-831400-00000-00000-0000-0000-000-000-000-000-000-000","100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
24,120,"EMORY CREEK","Stream","PKO","49.510093046","-121.415819571","FRCany","GStr","FRCany+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47145,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-125600-00000-00000-0000-0000-000-000-000-000-000-000","100-124099-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
25,435,"FLOODS CREEK","Stream","PKO","49.110865189","-122.084797495","LFR","GStr","LFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,48419,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"",""
26,78,"FOLEY CREEK","Stream","PKO","49.106458604","-121.63638663","LFR","GStr","LFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47037,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-065700-09700-45800-0000-0000-000-000-000-000-000-000","100-064535-057628-459516-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
27,1,"FRASER RIVER","Stream","PKO","49.117062379","-123.191110663","LFR","GStr","LFR+GStr","FRASER RIVER","FR","50.1253373769086","-121.743616919172","Current","1","PKO-1",3,47235,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ",2011-03-08,"100-000000-00000-00000-0000-0000-000-000-000-000-000-000","100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000"
